Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-03-20,ALB,Albania,41.156986,20.181222,120541,2133,84625,33783,371,28,False,False,AL
2021-03-20,AND,Andorra,42.542268,1.596865,11481,113,,,16,,False,False,AD
2021-03-20,AUT,Austria,47.697542,13.349319,511662,8836,457416,45410,1438,393,True,True,AT
2021-03-20,BLR,Belarus,53.711111,27.973847,309293,2148,,,,,False,False,BY
2021-03-18,BEL,Belgium,50.499527,4.475402,822801,22624,,,2140,543,True,True,BE
2021-03-19,BIH,Bosnia and Herzegovina,43.892652,17.670584,151337,5773,123653,21911,,,False,False,BA
2021-03-21,BGR,Bulgaria,42.729862,25.491667,302480,11966,234237,56277,,,True,True,BG
2021-03-19,HRV,Croatia,44.48732,16.460306,255619,5743,243450,6426,,,True,True,HR
2021-03-19,CYP,Cyprus,35.167406,33.435499,41882,294,32829,8759,1131,,True,True,CY
2021-03-20,CZE,Czech Republic,49.800901,15.478153,1469547,24667,1253309,191571,,,True,True,CZ
2021-03-19,DNK,Denmark,56.155403,11.617223,224258,2397,212580,9281,191,0,True,True,DK
2021-03-21,EST,Estonia,58.596209,25.023778,95401,787,,,,,True,True,EE
2021-03-21,FIN,Finland,64.952416,26.068944,71645,354,0,71291,,,True,True,FI
2021-03-20,FRA,France,46.232193,2.209667,4277183,66735,280571,3929877,25537,4353,True,True,FR
2021-03-21,DEU,Germany,51.165706,10.452764,2659518,74664,2415200,169654,,,True,True,DE
2021-03-20,GRC,Greece,38.275283,23.810343,235611,7421,93764,134426,,,True,True,EL
2021-03-21,HUN,Hungary,47.164638,19.508944,571596,18262,369998,183336,10652,1273,True,True,HU
2021-03-20,ISL,Iceland,64.963942,-19.021169,6097,29,6033,35,,,False,True,IS
2021-03-20,IRL,Ireland,53.41975,-8.240472,229831,4585,,,13219,1398,True,True,IE
2021-03-20,ITA,Italy,41.873987,12.564167,3356331,104642,2686236,565453,30448,3387,True,True,IT
2021-02-15,XKX,Kosovo,41.85637,21.803351,64341,1544,,,,,False,False,XK
2021-03-21,LVA,Latvia,56.875584,24.607722,97409,1826,,,,,True,True,LV
2021-03-20,LIE,Liechtenstein,47.164696,9.555,2627,56,2526,45,,,False,False,LI
2021-03-20,LTU,Lithuania,55.174112,23.906736,209011,3476,194292,11243,,,True,True,LT
2021-03-17,LUX,Luxembourg,49.815764,6.131514,58674,706,,,,,True,True,LU
2021-03-21,MLT,Malta,35.946151,14.384612,28128,372,25020,2736,,,True,True,MT
2021-03-18,MDA,Moldova,46.979527,28.377195,210725,4472,183520,22733,,,False,False,MD
2021-03-20,MCO,Monaco,43.738348,7.424451,2173,27,1990,156,,,False,False,MC
2021-03-21,MNE,Montenegro,42.710152,19.410069,87212,1199,,,509,,False,True,ME
2021-03-21,NLD,Netherlands,52.133057,5.29525,1201545,22413,0,1179132,37501,0,True,True,NL
2021-03-20,MKD,North Macedonia,41.611,21.751417,118736,3448,100250,15038,,,False,True,MK
2021-03-19,NOR,Norway,64.583013,17.86411,83100,648,0,82452,3080,585,False,True,NO
2021-03-21,POL,Poland,51.92275,19.136875,2058550,49300,1656827,352423,,,True,True,PL
2021-03-19,PRT,Portugal,39.553444,-7.839319,816644,16754,766170,33720,789,182,True,True,PT
2021-03-21,ROU,Romania,45.947125,24.980514,897115,22208,,,,,True,True,RO
2021-03-21,RUS,Russian Fed.,61.523111,-74.9,4456869,97146,4069395,290328,0,0,False,False,RU
2021-03-20,SMR,San Marino,43.942973,12.460035,4356,79,3805,472,,,False,False,SM
2021-03-20,SRB,Serbia,44.206802,20.911009,546896,4900,0,541996,,,False,True,RS
2021-03-21,SVK,Slovakia,48.665639,19.709097,348869,9044,,,3289,316,True,True,SK
2021-03-20,SVN,Slovenia,46.145528,14.974541,206028,4254,11063,190711,4,4,True,True,SI
2021-03-18,ESP,Spain,39.896027,-2.487694,3212332,72910,,,324530,28996,True,True,ES
2021-03-18,SWE,Sweden,62.199806,17.637493,744272,13262,,,,5645,True,True,SE
2021-03-21,CHE,Switzerland,46.815514,8.224472,576063,10263,80156,485644,797,126,False,False,CH
2021-03-20,TUR,Turkey,38.961516,35.25175,2992694,29959,2807572,155163,,,False,True,TR
2021-03-21,UKR,Ukraine,48.379888,31.168139,1546363,29941,1257849,258573,,,False,False,UA
2021-03-16,GBR,United Kingdom,54.633221,-3.432277,4268831,125690,0,4143141,,,False,True,UK
