Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-06-20,ALB,Albania,41.156986,20.181222,1891,43,1126,722,56,7,False,False
2020-06-20,AND,Andorra,42.542268,1.596865,855,52,,,,,False,False
2020-06-20,AUT,Austria,47.697542,13.349319,17297,662,16175,460,187,12,True,True
2020-06-20,BLR,Belarus,53.711111,27.973847,57333,333,,,,,False,False
2020-06-18,BEL,Belgium,50.499527,4.475402,60550,9696,,,340,52,True,True
2020-06-20,BIH,Bosnia and Herzegovina,43.892652,17.670584,1521,46,0,1475,,,False,False
2020-06-20,BGR,Bulgaria,42.729862,25.491667,3757,193,2008,1556,,,True,True
2020-06-20,HRV,Croatia,44.48732,16.460306,2300,105,0,2195,,,True,True
2020-06-20,CYP,Cyprus,35.167406,33.435499,985,19,,,,,True,True
2020-06-20,CZE,Czech Republic,49.800901,15.478153,10406,335,7473,2598,,,True,True
2020-06-19,DNK,Denmark,56.155403,11.617223,12511,600,0,11911,0,0,True,True
2020-06-20,EST,Estonia,58.596209,25.023778,1981,69,0,1912,,,True,True
2020-06-20,FIN,Finland,64.952416,26.068944,7164,0,0,7164,0,0,True,True
2020-06-19,FRA,France,46.232193,2.209667,159452,19160,74117,66175,9970,727,True,True
2020-06-20,DEU,Germany,51.165706,10.452764,189137,8883,174700,5554,,,True,True
2020-06-20,GRC,Greece,38.275283,23.810343,3204,187,0,3017,0,0,True,True
2020-06-20,HUN,Hungary,47.164638,19.508944,4086,570,2585,931,186,15,True,True
2020-06-20,ISL,Iceland,64.963942,-19.021169,1822,,,,,,False,True
2020-06-20,IRL,Ireland,53.41975,-8.240472,25368,1714,,,,,True,True
2020-06-20,ITA,Italy,41.873987,12.564167,238275,34610,182453,21212,2626,152,True,True
2020-06-20,LVA,Latvia,56.875584,24.607722,1110,30,,,,,True,True
2020-06-20,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,,,False,False
2020-06-20,LTU,Lithuania,55.174112,23.906736,1792,76,,,,,True,True
2020-06-20,LUX,Luxembourg,49.815764,6.131514,4105,110,948,3047,14,0,True,True
2020-06-20,MLT,Malta,35.946151,14.384612,664,9,616,39,,,True,True
2020-06-20,MDA,Moldova,46.979527,28.377195,13556,450,,,,,False,False
2020-06-20,MCO,Monaco,43.738348,7.424451,99,5,,,,,False,False
2020-06-20,MNE,Montenegro,42.710152,19.410069,355,9,,,,,False,True
2020-06-20,NLD,Netherlands,52.133057,5.29525,49502,6089,0,43413,11846,0,True,True
2020-06-20,MKD,North Macedonia,41.611,21.751417,4820,222,,,,,False,True
2020-06-19,NOR,Norway,64.583013,17.86411,8709,244,0,8465,915,221,False,True
2020-06-20,POL,Poland,51.92275,19.136875,31620,1346,,,,,True,True
2020-06-20,PRT,Portugal,39.553444,-7.839319,38862,1528,24906,12428,422,70,True,True
2020-06-20,ROU,Romania,45.947125,24.980514,23730,1500,16735,5495,,,True,True
2020-06-20,RUS,Russian Fed.,61.523111,-74.9,576952,10118,334592,232242,0,0,False,False
2020-06-20,SMR,San Marino,43.942973,12.460035,696,42,,,,,False,False
2020-06-20,SRB,Serbia,44.206802,20.911009,12709,259,,,,,False,True
2020-06-20,SVK,Slovakia,48.665639,19.709097,1576,28,1447,101,20,0,True,True
2020-06-19,SVN,Slovenia,46.145528,14.974541,2730,109,297,2324,6,1,True,True
2020-06-19,ESP,Spain,39.896027,-2.487694,245575,28315,,,124806,11633,True,True
2020-06-18,SWE,Sweden,62.199806,17.637493,56043,5053,,,,2333,True,True
2020-06-20,CHE,Switzerland,46.815514,8.224472,31298,1956,5890,23452,186,10,False,False
2020-06-20,TUR,Turkey,38.961516,35.25175,185245,4905,,,,,False,True
2020-06-19,UKR,Ukraine,48.379888,31.168139,34984,985,16033,17966,,,False,False
2020-06-19,GBR,United Kingdom,54.633221,-3.432277,304177,42467,0,261710,,,False,True
