Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-05-18,ALB,Albania,41.156986,20.181222,948,31,727,190,12,3,False,False
2020-05-19,AND,Andorra,42.542268,1.596865,761,51,0,710,0,0,False,False
2020-05-19,AUT,Austria,47.697542,13.349319,16288,599,14678,1011,187,46,True,True
2020-05-19,BLR,Belarus,53.711111,27.973847,30572,171,0,30401,0,0,False,False
2020-05-19,BEL,Belgium,50.499527,4.475402,55791,9108,0,46683,16758,0,True,True
2020-05-18,BIH,Bosnia and Herzegovina,43.892652,17.670584,1006,37,0,969,0,0,False,False
2020-05-19,BGR,Bulgaria,42.729862,25.491667,2259,112,646,1501,0,0,True,True
2020-05-19,HRV,Croatia,44.48732,16.460306,2233,92,0,2141,0,0,True,True
2020-05-19,CYP,Cyprus,35.167406,33.435499,917,17,0,900,0,0,True,True
2020-05-19,CZE,Czech Republic,49.800901,15.478153,8594,299,5642,2653,0,0,True,True
2020-05-19,DNK,Denmark,56.155403,11.617223,12102,551,0,11551,0,0,True,True
2020-05-18,EST,Estonia,58.596209,25.023778,1784,64,0,1720,0,0,True,True
2020-05-19,FIN,Finland,64.952416,26.068944,6421,0,0,6421,0,0,True,True
2020-05-18,FRA,France,46.232193,2.209667,142903,17589,61728,63586,19015,1998,True,True
2020-05-19,DEU,Germany,51.165706,10.452764,175212,8007,155700,11505,0,0,True,True
2020-05-18,GRC,Greece,38.275283,23.810343,2837,165,270,2402,330,0,True,True
2020-05-19,HUN,Hungary,47.164638,19.508944,3556,467,1412,1677,0,0,True,True
2020-05-18,ISL,Iceland,64.963942,-19.021169,1802,0,0,1802,0,0,False,True
2020-05-19,IRL,Ireland,53.41975,-8.240472,24200,1547,0,22653,0,0,True,True
2020-05-18,ITA,Italy,41.873987,12.564167,225886,32007,127326,66553,10956,749,True,True
2020-05-19,LVA,Latvia,56.875584,24.607722,1009,19,0,990,0,0,True,True
2020-05-19,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,0,0,False,False
2020-05-19,LTU,Lithuania,55.174112,23.906736,1547,59,0,1488,0,0,True,True
2020-05-18,LUX,Luxembourg,49.815764,6.131514,3947,107,905,2935,46,8,True,True
2020-05-19,MLT,Malta,35.946151,14.384612,569,6,460,103,0,0,True,True
2020-05-19,MDA,Moldova,46.979527,28.377195,6138,215,0,5923,0,0,False,False
2020-05-19,MCO,Monaco,43.738348,7.424451,97,5,0,92,0,0,False,False
2020-05-19,MNE,Montenegro,42.710152,19.410069,324,9,0,315,0,0,False,True
2020-05-18,NLD,Netherlands,52.133057,5.29525,44141,5694,0,38447,11579,0,True,True
2020-05-19,MKD,North Macedonia,41.611,21.751417,1817,104,0,1713,0,0,False,True
2020-05-18,NOR,Norway,64.583013,17.86411,8248,233,0,8015,0,0,False,True
2020-05-18,POL,Poland,51.92275,19.136875,18885,936,0,17949,0,0,True,True
2020-05-18,PRT,Portugal,39.553444,-7.839319,29230,1231,6430,21569,628,105,True,True
2020-05-18,ROU,Romania,45.947125,24.980514,17036,1120,9930,5986,0,0,True,True
2020-05-18,RUS,Russian Fed.,61.523111,-74.9,290678,4838,70209,215631,0,0,False,False
2020-05-18,SMR,San Marino,43.942973,12.460035,654,41,0,613,0,0,False,False
2020-05-18,SRB,Serbia,44.206802,20.911009,10610,230,0,10380,0,0,False,True
2020-05-18,SVK,Slovakia,48.665639,19.709097,1495,28,1185,282,106,3,True,True
2020-05-17,SVN,Slovenia,46.145528,14.974541,2677,104,275,2298,25,5,True,True
2020-05-18,ESP,Spain,39.896027,-2.487694,231606,27709,150376,53521,125233,11437,True,True
2020-05-18,SWE,Sweden,62.199806,17.637493,30377,3698,0,26679,0,1853,True,True
2020-05-18,CHE,Switzerland,46.815514,8.224472,30010,1883,5253,22874,522,66,False,False
2020-05-18,TUR,Turkey,38.961516,35.25175,150593,4171,111577,34845,0,903,False,True
2020-05-18,UKR,Ukraine,48.379888,31.168139,18616,535,5276,12805,0,0,False,False
2020-05-18,GBR,United Kingdom,54.633221,-3.432277,246406,34796,0,211610,0,0,False,True
