Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-12-17,ALB,Albania,41.156986,20.181222,51424,1055,26898,23471,367,26,False,False,AL
2020-12-14,AND,Andorra,42.542268,1.596865,7338,79,,,,,False,False,AD
2020-12-16,AUT,Austria,47.697542,13.349319,330457,4886,232773,92798,2862,548,True,True,AT
2020-12-14,BLR,Belarus,53.711111,27.973847,160295,1263,,,,,False,False,BY
2020-12-16,BEL,Belgium,50.499527,4.475402,615058,18278,,,2712,571,True,True,BE
2020-12-14,BIH,Bosnia and Herzegovina,43.892652,17.670584,101117,3336,,,,,False,False,BA
2020-12-17,BGR,Bulgaria,42.729862,25.491667,186246,6196,90510,89540,,,True,True,BG
2020-12-17,HRV,Croatia,44.48732,16.460306,183046,2870,0,180176,,,True,True,HR
2020-12-14,CYP,Cyprus,35.167406,33.435499,15101,78,,,,,True,True,CY
2020-12-16,CZE,Czech Republic,49.800901,15.478153,602404,10036,522649,69719,,,True,True,CZ
2020-12-16,DNK,Denmark,56.155403,11.617223,119779,975,83801,35003,493,68,True,True,DK
2020-12-17,EST,Estonia,58.596209,25.023778,20004,164,,,,,True,True,EE
2020-12-17,FIN,Finland,64.952416,26.068944,32230,354,0,31876,,,True,True,FI
2020-12-17,FRA,France,46.232193,2.209667,2427316,41200,181506,2204610,25182,2808,True,True,FR
2020-12-17,DEU,Germany,51.165706,10.452764,1406163,24125,1047600,334438,,,True,True,DE
2020-12-16,GRC,Greece,38.275283,23.810343,127557,3870,23074,100613,,,True,True,EL
2020-12-16,HUN,Hungary,47.164638,19.508944,288567,7381,83940,197246,7639,574,True,True,HU
2020-12-14,ISL,Iceland,64.963942,-19.021169,5557,28,,,,,False,True,IS
2020-12-16,IRL,Ireland,53.41975,-8.240472,77197,2140,,,,,True,True,IE
2020-12-17,ITA,Italy,41.873987,12.564167,1906377,67220,1203814,635343,29282,2855,True,True,IT
2020-12-14,LVA,Latvia,56.875584,24.607722,25675,349,,,,,True,True,LV
2020-12-14,LIE,Liechtenstein,47.164696,9.555,1514,18,0,1496,,,False,False,LI
2020-12-14,LTU,Lithuania,55.174112,23.906736,95021,825,,,,,True,True,LT
2020-12-14,LUX,Luxembourg,49.815764,6.131514,41272,396,,,,,True,True,LU
2020-12-17,MLT,Malta,35.946151,14.384612,11475,182,9670,1623,,,True,True,MT
2020-12-14,MDA,Moldova,46.979527,28.377195,126518,2572,,,,,False,False,MD
2020-12-13,MCO,Monaco,43.738348,7.424451,668,2,,,,,False,False,MC
2020-12-14,MNE,Montenegro,42.710152,19.410069,41426,582,,,,,False,True,ME
2020-12-17,NLD,Netherlands,52.133057,5.29525,652525,16459,0,636066,30673,0,True,True,NL
2020-12-14,MKD,North Macedonia,41.611,21.751417,73638,2121,,,,,False,True,MK
2020-12-16,NOR,Norway,64.583013,17.86411,41398,402,0,40996,1892,369,False,True,NO
2020-12-14,POL,Poland,51.92275,19.136875,2012009,36638,,,,,True,True,PL
2020-12-17,PRT,Portugal,39.553444,-7.839319,362637,5902,287028,69707,3142,494,True,True,PT
2020-12-17,ROU,Romania,45.947125,24.980514,573232,13969,,,,,True,True,RO
2020-12-17,RUS,Russian Fed.,61.523111,-74.9,2762668,51267,2202540,508861,0,0,False,False,RU
2020-12-14,SMR,San Marino,43.942973,12.460035,1947,51,,,,,False,False,SM
2020-12-17,SRB,Serbia,44.206802,20.911009,287730,2529,,,,,False,True,RS
2020-12-17,SVK,Slovakia,48.665639,19.709097,142133,1378,102737,38018,2355,131,True,True,SK
2020-12-16,SVN,Slovenia,46.145528,14.974541,102043,2236,4954,94853,1229,208,True,True,SI
2020-12-15,ESP,Spain,39.896027,-2.487694,1762664,48153,,,190896,15478,True,True,ES
2020-12-16,SWE,Sweden,62.199806,17.637493,357466,7893,,,,3691,True,True,SE
2020-12-17,CHE,Switzerland,46.815514,8.224472,394782,6504,45259,343019,2984,448,False,False,CH
2020-12-14,TUR,Turkey,38.961516,35.25175,995471,16199,,,,,False,True,TR
2020-12-14,UKR,Ukraine,48.379888,31.168139,900666,15247,,,,,False,False,UA
2020-12-17,GBR,United Kingdom,54.633221,-3.432277,1948670,66052,0,1882618,,,False,True,UK
