Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-05-01,ALB,Albania,41.156986,20.181222,782,31,0,751,0,0,False,False
2020-05-02,AND,Andorra,42.542268,1.596865,746,43,0,703,0,0,False,False
2020-05-02,AUT,Austria,47.697542,13.349319,15529,567,13180,1782,374,115,True,True
2020-05-02,BLR,Belarus,53.711111,27.973847,14917,93,0,14824,0,0,False,False
2020-05-02,BEL,Belgium,50.499527,4.475402,49906,7765,0,42141,0,0,True,True
2020-05-02,BIH,Bosnia and Herzegovina,43.892652,17.670584,929,33,0,896,0,0,False,False
2020-05-01,BGR,Bulgaria,42.729862,25.491667,1558,71,0,1487,0,0,True,True
2020-05-02,HRV,Croatia,44.48732,16.460306,2089,77,0,2012,0,0,True,True
2020-05-02,CYP,Cyprus,35.167406,33.435499,857,20,0,837,0,0,True,True
2020-05-02,CZE,Czech Republic,49.800901,15.478153,7740,241,3378,4121,0,0,True,True
2020-05-01,DNK,Denmark,56.155403,11.617223,9509,460,0,9049,0,0,True,True
2020-05-02,EST,Estonia,58.596209,25.023778,1699,53,0,1646,0,0,True,True
2020-05-02,FIN,Finland,64.952416,26.068944,5198,0,0,5198,0,0,True,True
2020-05-01,FRA,France,46.232193,2.209667,130185,15369,50212,64604,25887,3878,True,True
2020-05-02,DEU,Germany,51.165706,10.452764,161705,6575,129000,26130,0,0,True,True
2020-05-01,GRC,Greece,38.275283,23.810343,2591,140,0,2451,0,0,True,True
2020-05-01,HUN,Hungary,47.164638,19.508944,2863,323,0,2540,0,0,True,True
2020-05-02,ISL,Iceland,64.963942,-19.021169,1798,0,0,1798,0,0,False,True
2020-05-02,IRL,Ireland,53.41975,-8.240472,20833,1265,0,19568,0,0,True,True
2020-05-02,ITA,Italy,41.873987,12.564167,209328,28710,79914,100704,18896,1539,True,True
2020-05-02,LVA,Latvia,56.875584,24.607722,870,16,0,854,0,0,True,True
2020-05-02,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,0,0,False,False
2020-05-02,LTU,Lithuania,55.174112,23.906736,1399,45,0,1354,0,0,True,True
2020-05-02,LUX,Luxembourg,49.815764,6.131514,3812,92,845,2875,98,23,True,True
2020-05-02,MLT,Malta,35.946151,14.384612,468,4,379,85,0,0,True,True
2020-05-02,MDA,Moldova,46.979527,28.377195,3980,122,0,3858,0,0,False,False
2020-05-02,MCO,Monaco,43.738348,7.424451,95,4,0,91,0,0,False,False
2020-05-02,MNE,Montenegro,42.710152,19.410069,322,7,0,315,0,0,False,True
2020-05-02,MKD,North Macedonia,41.611,21.751417,1494,81,0,1413,0,0,False,True
2020-04-30,NOR,Norway,64.583013,17.86411,7668,204,0,7464,0,0,False,True
2020-05-02,POL,Poland,51.92275,19.136875,13375,664,0,12711,0,0,True,True
2020-05-02,PRT,Portugal,39.553444,-7.839319,25211,1710,610,22891,0,228,True,True
2020-05-02,ROU,Romania,45.947125,24.980514,12567,755,4328,7484,0,0,True,True
2020-05-01,RUS,Russian Fed.,61.523111,-74.9,114431,1169,0,113262,0,0,False,False
2020-05-02,SMR,San Marino,43.942973,12.460035,580,41,0,539,0,0,False,False
2020-05-02,SRB,Serbia,44.206802,20.911009,9205,185,0,9020,0,0,False,True
2020-05-02,SVK,Slovakia,48.665639,19.709097,2814,24,608,2182,142,5,True,True
2020-04-30,SVN,Slovenia,46.145528,14.974541,3460,105,236,3119,58,21,True,True
2020-05-02,ESP,Spain,39.896027,-2.487694,216582,25100,117248,74234,117949,10909,True,True
2020-05-02,SWE,Sweden,62.199806,17.637493,22082,2669,0,19413,0,1531,True,True
2020-05-02,CHE,Switzerland,46.815514,8.224472,29047,1755,4899,22393,953,145,False,False
2020-05-01,TUR,Turkey,38.961516,35.25175,122392,3258,0,119134,0,0,False,True
2020-05-01,UKR,Ukraine,48.379888,31.168139,10861,272,0,10589,0,0,False,False
