Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-12-18,ALB,Albania,41.156986,20.181222,52004,1066,27426,23512,347,35,False,False,AL
2020-12-18,AND,Andorra,42.542268,1.596865,7519,80,,,19,,False,False,AD
2020-12-17,AUT,Austria,47.697542,13.349319,332371,5017,235698,91656,2690,530,True,True,AT
2020-12-18,BLR,Belarus,53.711111,27.973847,169648,1308,,,,,False,False,BY
2020-12-17,BEL,Belgium,50.499527,4.475402,618204,18371,,,2687,561,True,True,BE
2020-12-17,BIH,Bosnia and Herzegovina,43.892652,17.670584,104087,3549,69495,31043,,,False,False,BA
2020-12-18,BGR,Bulgaria,42.729862,25.491667,188288,6339,93728,88221,,,True,True,BG
2020-12-18,HRV,Croatia,44.48732,16.460306,186964,2955,0,184009,,,True,True,HR
2020-12-14,CYP,Cyprus,35.167406,33.435499,15101,78,,,,,True,True,CY
2020-12-17,CZE,Czech Republic,49.800901,15.478153,610006,10163,527062,72781,,,True,True,CZ
2020-12-18,DNK,Denmark,56.155403,11.617223,128321,1007,87560,39754,568,79,True,True,DK
2020-12-18,EST,Estonia,58.596209,25.023778,20658,168,,,,,True,True,EE
2020-12-18,FIN,Finland,64.952416,26.068944,32584,354,0,32230,,,True,True,FI
2020-12-17,FRA,France,46.232193,2.209667,2427316,41200,181506,2204610,25182,2808,True,True,FR
2020-12-18,DEU,Germany,51.165706,10.452764,1439940,24938,1069400,345602,,,True,True,DE
2020-12-17,GRC,Greece,38.275283,23.810343,128710,3948,23074,101688,,,True,True,EL
2020-12-18,HUN,Hungary,47.164638,19.508944,295977,7725,89814,198438,7335,564,True,True,HU
2020-12-14,ISL,Iceland,64.963942,-19.021169,5557,28,,,,,False,True,IS
2020-12-17,IRL,Ireland,53.41975,-8.240472,77678,2143,,,,,True,True,IE
2020-12-18,ITA,Italy,41.873987,12.564167,1921778,67894,1226086,627798,28588,2819,True,True,IT
2020-12-18,LVA,Latvia,56.875584,24.607722,29427,409,,,,,True,True,LV
2020-12-14,LIE,Liechtenstein,47.164696,9.555,1514,18,0,1496,,,False,False,LI
2020-12-17,LTU,Lithuania,55.174112,23.906736,106210,972,46560,58678,,,True,True,LT
2020-12-16,LUX,Luxembourg,49.815764,6.131514,43279,428,,,,,True,True,LU
2020-12-18,MLT,Malta,35.946151,14.384612,11569,183,9780,1606,,,True,True,MT
2020-12-18,MDA,Moldova,46.979527,28.377195,133360,2700,115612,15048,,,False,False,MD
2020-12-13,MCO,Monaco,43.738348,7.424451,668,2,,,,,False,False,MC
2020-12-18,MNE,Montenegro,42.710152,19.410069,43390,620,,,372,,False,True,ME
2020-12-18,NLD,Netherlands,52.133057,5.29525,664456,16543,0,647913,30758,0,True,True,NL
2020-12-14,MKD,North Macedonia,41.611,21.751417,73638,2121,,,,,False,True,MK
2020-12-18,NOR,Norway,64.583013,17.86411,42328,404,0,41924,1934,374,False,True,NO
2020-12-18,POL,Poland,51.92275,19.136875,1182864,24771,,,,,True,True,PL
2020-12-17,PRT,Portugal,39.553444,-7.839319,362637,5902,287028,69707,3142,494,True,True,PT
2020-12-18,ROU,Romania,45.947125,24.980514,578923,14157,,,,,True,True,RO
2020-12-18,RUS,Russian Fed.,61.523111,-74.9,2791220,51878,2228633,510709,0,0,False,False,RU
2020-12-14,SMR,San Marino,43.942973,12.460035,1947,51,,,,,False,False,SM
2020-12-17,SRB,Serbia,44.206802,20.911009,287730,2529,,,,,False,True,RS
2020-12-18,SVK,Slovakia,48.665639,19.709097,146124,1440,104560,40124,2412,152,True,True,SK
2020-12-17,SVN,Slovenia,46.145528,14.974541,103555,2278,5051,96226,1212,207,True,True,SI
2020-12-16,ESP,Spain,39.896027,-2.487694,1774671,48333,,,191605,15542,True,True,ES
2020-12-17,SWE,Sweden,62.199806,17.637493,367120,7993,,,,3713,True,True,SE
2020-12-18,CHE,Switzerland,46.815514,8.224472,398996,6581,45976,346439,2957,444,False,False,CH
2020-12-14,TUR,Turkey,38.961516,35.25175,995471,16199,,,,,False,True,TR
2020-12-14,UKR,Ukraine,48.379888,31.168139,900666,15247,,,,,False,False,UA
2020-12-18,GBR,United Kingdom,54.633221,-3.432277,1977177,66541,0,1910636,,,False,True,UK
